"product-ratingsContainer","product-ratingsCount","product-separator","product-base href","img-responsive src","product-brand","product-product","product-sizeInventoryPresent","product-sizeInventoryPresent 2","product-sizeInventoryPresent 3","product-sizeInventoryPresent 4","product-sizeInventoryPresent 5","product-discountedPrice","product-strike","product-discountPercentage","product-sizeButton","product-sizeButton 2","product-sizeButton 3","product-sizeButton 4","product-sizeButton 5","xcelerator-plpXceleratorImageTag"
"4.5","1.4k","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-quarter-length-pack-of-3-terry-socks/1416747/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1416747/2018/10/4/5b98d0c8-3453-4f7c-bd18-6021ad22aac01538653133290-HRX-by-Hrithik-Roshan-Active-Men-Set-of-3-White-Ankle-Length-1.jpg","HRX by Hrithik Roshan","Men Training Socks","Onesize","","","","","Rs. 411","Rs. 549","(25% OFF)","Onesize","","","","",""
"4.4","267","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-pink-solid-above-ankle-length-half-toe-yoga-socks/13282988/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13282988/2021/9/24/707ca126-84d1-42dc-918c-1a53150f57351632467792979-HRX-by-Hrithik-Roshan-Women-Pink-Solid-Above-Ankle-Length-Ha-1.jpg","HRX by Hrithik Roshan","Women Solid Half-Toe Yoga Sock","Onesize","","","","","Rs. 174","Rs. 499","(65% OFF)","Onesize","","","","","NEW SEASON"
"4","8","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-optic-white-bio-wash-brand-carrier-tshirts/18162686/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18162686/2022/5/25/9ee5497d-6c6a-4884-b0fb-27364c618efd1653472647690-HRX-by-Hrithik-Roshan-Men-Tshirts-1751653472647180-1.jpg","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL",""
"4.4","48","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-ankle-length-socks/16543098/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16543098/2022/5/9/58f8bfdc-211d-4260-bede-12b4a90d665c1652097251156-HRX-by-Hrithik-Roshan-Boys-Socks-9121652097250667-1.jpg","HRX by Hrithik Roshan","Men 3 Pcs Ankle Length Socks","11-13Y,","14-16Y","","","","Rs. 312","Rs. 549","(43% OFF)","11-13Y","14-16Y","","","",""
"4.2","381","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-printed-running-pure-cotton-t-shirt/11037102/buy","","HRX by Hrithik Roshan","Men Round Neck Running Pure Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 349","Rs. 699","(50% OFF)","S","M","L","XL","XXL",""
"5","3","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-purple--green-typography-print-rapid-dry-running-t-shirt/18657760/buy","","HRX by Hrithik Roshan","Women Printed Running T-shirt","XS,","S,","M,","L,","XL","Rs. 404","Rs. 899","(55% OFF)","XS","S","M","L","XL",""
"4.5","1k","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-quarter-length-pack-of-3-socks/2510299/buy","","HRX by Hrithik Roshan","Women Lifestyle Socks","Onesize","","","","","Rs. 314","Rs. 449","(30% OFF)","Onesize","","","","",""
"4.1","21.8k","|","https://www.myntra.com/outdoor-masks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-pack-of-3-protekt-x-reusable-4-ply-printed-facemasks/12027332/buy","","HRX by Hrithik Roshan","Unisex 3 Pcs 4-Ply Facemasks","Onesize","","","","","Rs. 319","Rs. 799","(60% OFF)","Onesize","","","","",""
"4.5","870","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-ankle-length-pack-of-3-terry-socks/10986342/buy","","HRX by Hrithik Roshan","Women Training Socks","Onesize","","","","","Rs. 244","Rs. 699","(65% OFF)","Onesize","","","","",""
"4.2","266","|","https://www.myntra.com/trunk/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-melange-lifestyle-trunk-/14097260/buy","","HRX by Hrithik Roshan","Lifestyle Melange Trunk","S,","M,","L,","XL","","Rs. 247","Rs. 549","(55% OFF)","S","M","L","XL","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-red-typography-pure-cotton-t-shirt/19589764/buy","","HRX by Hrithik Roshan","Boys Typography Cotton T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 399","Rs. 799","(50% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"4.3","29","|","https://www.myntra.com/face-towels/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-red-solid-face-towel/16065218/buy","","HRX by Hrithik Roshan","Unisex Solid Face Towel","Onesize","","","","","Rs. 399","Rs. 999","(60% OFF)","Onesize","","","","",""
"4.4","362","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-ankle-length-terry-sports-socks/13481366/buy","","HRX by Hrithik Roshan","Men Pack of 3 Sports Socks","Onesize","","","","","Rs. 486","Rs. 749","(35% OFF)","Onesize","","","","",""
"4.2","722","|","https://www.myntra.com/trunk/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-lifestyle-core-pack-of-2-trunks-hrx-ss18-ls-7007ae/6747471/buy","","HRX by Hrithik Roshan","Men Pack of 2 Trunks","S,","M,","L,","XL","","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-active-boys-jet-black-rapid-dry-graphic-tshirts/17784244/buy","","HRX by Hrithik Roshan","Boys Active Rapid-Dry Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 359","Rs. 799","(55% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y","NEW SEASON"
"4.2","4k","|","https://www.myntra.com/socks/hrx/hrx-by-hrithik-roshan-men-ankle-length-pack-of-3-ventilated-mesh-socks/1616313/buy","","HRX","Men Running Socks","Onesize","","","","","Rs. 299","Rs. 499","(40% OFF)","Onesize","","","","",""
"4.3","408","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-ankle-length-pack-of-3-terry-socks/13481374/buy","","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 486","Rs. 649","(25% OFF)","Onesize","","","","",""
"4.3","207","|","https://www.myntra.com/innerwear-vests/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-solid-antimicrobial-lifestyle-innerwear-vests/14097356/buy","","HRX by Hrithik Roshan","Lifestyle Innerwear Vests","S,","M,","L,","XL","","Rs. 299","Rs. 599","(50% OFF)","S","M","L","XL","",""
"4.3","270","|","https://www.myntra.com/innerwear-vests/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-antimicrobial-lifestyle-innerwear-vests-/14097346/buy","","HRX by Hrithik Roshan","Lifestyle Innerwear Vest","S,","M,","L,","XL","","Rs. 274","Rs. 549","(50% OFF)","S","M","L","XL","",""
"4.4","19","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-girls-pack-of-3-striped-ankle-length-socks/16543118/buy","","HRX by Hrithik Roshan","Girls Pack of 3 Socks","11-13Y,","14-16Y","","","","Rs. 285","Rs. 549","(48% OFF)","11-13Y","14-16Y","","","",""
"4.3","328","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-girls-grey-active-bio-wash-tshirt/11245518/buy","","HRX by Hrithik Roshan","Girls U-17 Active Tshirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 239","Rs. 799","(70% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y","NEW SEASON"
"","","","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-3-ankle-length-socks/20055190/buy","","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 314","Rs. 699","(55% OFF)","Onesize","","","","",""
"4.5","1.8k","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-pack-of-3-loafershoeliner-socks/2510300/buy","","HRX by Hrithik Roshan","Women Lifestyle Socks","Onesize","","","","","Rs. 374","Rs. 499","(25% OFF)","Onesize","","","","",""
"4","475","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-off-white-solid-bio-wash-yoga-pure-cotton-t-shirt/11999528/buy","","HRX by Hrithik Roshan","Yoga Bio-Wash Pure Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL",""
"4.4","124","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-printed-bio-wash-lifestyle-tshirt/11012110/buy","","HRX by Hrithik Roshan","Lifestyle Printed Pure Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 395","Rs. 899","(56% OFF)","S","M","L","XL","XXL",""
"4.1","414","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-black--white-men-lifestyle-pack-of-2-throwback-briefs-ls-7016ab/6747474/buy","","HRX by Hrithik Roshan","Lifestyle Throwback Briefs","S,","M,","L,","XL","","Rs. 466","Rs. 849","(45% OFF)","S","M","L","XL","",""
"4.2","414","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-grey-melange-printed-round-neck-t-shirt/8379287/buy","","HRX by Hrithik Roshan","Printed Round Neck Grey Melange T-shirt","XS,","S,","M,","L,","XL","Rs. 349","Rs. 699","(50% OFF)","XS","S","M","L","XL",""
"4.3","11","|","https://www.myntra.com/bra/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-blue--black-solid-beginners-sports-bra/15177670/buy","","HRX by Hrithik Roshan","Solid Beginners Sports Bra","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 479","Rs. 1599","(70% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y","NEW SEASON"
"4.6","19","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-lavender--white-brand-logo-printed-rapid-dry-running-t-shirt/18657762/buy","","HRX by Hrithik Roshan","Brand Logo Running T-shirt","XS,","S,","M,","L,","XL","Rs. 409","Rs. 999","(59% OFF)","XS","S","M","L","XL",""
"4.1","7","|","https://www.myntra.com/bra/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-girls-blue-active-sports-bra/15177682/buy","","HRX by Hrithik Roshan","U-17 Girls Active Sports Bra","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 431","Rs. 1599","(73% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"4.7","18","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-men-formula-red-rapid-dry-solid-tshirts/17861392/buy","","HRX by Hrithik Roshan","Training Rapid-Dry Tshirts","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 899","(45% OFF)","S","M","L","XL","XXL","NEW SEASON"
"4.3","233","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-red-printed-bio-wash-lifestyle-tshirts/11245542/buy","","HRX by Hrithik Roshan","U-17 Boys Lifestyle Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 449","Rs. 599","(25% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y","TRENDING"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-grey-typography-printed-bio-wash-pure-cotton-t-shirt/16938272/buy","","HRX by Hrithik Roshan","Men Lifestyle Bio-Wash T-shirt","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL",""
"4.2","254","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-off-white-printed-bio-wash-yoga-pure-cotton-t-shirt/11999594/buy","","HRX by Hrithik Roshan","Yoga Bio-Wash Pure Cotton T-shirt","S,","M,","L,","XL,","XXL","Rs. 349","Rs. 699","(50% OFF)","S","M","L","XL","XXL",""
"4.3","187","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-grey-melange-solid-ankle-length-cut-out-half-toe-yoga-socks/13282984/buy","","HRX by Hrithik Roshan","Women Half-Toe Yoga Socks","Onesize","","","","","Rs. 279","Rs. 699","(60% OFF)","Onesize","","","","","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-blue-brand-logo-printed-extended-sleeves-t-shirt/20104326/buy","","HRX by Hrithik Roshan","Women Brand Logo Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 399","Rs. 799","(50% OFF)","XS","S","M","L","XL",""
"4.4","182","|","https://www.myntra.com/innerwear-vests/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-melange-lifestyle-innerwear-vests-pack-of-2/14097350/buy","","HRX by Hrithik Roshan","Lifestyle Innerwear Vests","S,","M,","L,","XL","","Rs. 494","Rs. 1099","(55% OFF)","S","M","L","XL","",""
"4.4","274","|","https://www.myntra.com/trunk/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-antimicrobial-lifestyle-trunk/14097328/buy","","HRX by Hrithik Roshan","Lifestyle Antimicrobial Trunk","S,","M,","L,","XL","","Rs. 247","Rs. 549","(55% OFF)","S","M","L","XL","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-blue-brand-logo-print-detail-t-shirt/19468250/buy","","HRX by Hrithik Roshan","Print Detail T-shirt","S,","M,","L,","XL,","XXL","Rs. 494","Rs. 899","(45% OFF)","S","M","L","XL","XXL",""
"3.8","12","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-pink-printed-rapid-dry-t-shirt-with-reflective-strips/19019440/buy","","HRX by Hrithik Roshan","Women Brand Logo Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 399","Rs. 799","(50% OFF)","XS","S","M","L","XL","NEW SEASON"
"4.4","210","|","https://www.myntra.com/innerwear-vests/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-melange-lifestyle-innerwear-vests/14097284/buy","","HRX by Hrithik Roshan","Lifestyle Innerwear Vests","S,","M,","L,","XL","","Rs. 299","Rs. 599","(50% OFF)","S","M","L","XL","",""
"4.2","141","|","https://www.myntra.com/innerwear-vests/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-solid-antimicrobial-lifestyle-innerwear-vests-/14097278/buy","","HRX by Hrithik Roshan","Lifestyle Innerwear Vests","S,","M,","L,","XL","","Rs. 299","Rs. 599","(50% OFF)","S","M","L","XL","",""
"4.4","219","|","https://www.myntra.com/innerwear-vests/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-soild-melange-lifestyle-innerwear-vests-pack-of-1/14097268/buy","","HRX by Hrithik Roshan","Lifestyle Innerwear Vest","S,","M,","L,","XL","","Rs. 274","Rs. 549","(50% OFF)","S","M","L","XL","",""
"4.4","387","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-ankle-length-pack-of-3-terry-socks/13481378/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13481378/2021/4/20/3f77ae5d-936b-4fa1-b1be-c6e9b5270e3f1618921888399-HRX-by-Hrithik-Roshan-Men-Socks-3001618921887666-1.jpg","HRX by Hrithik Roshan","Men Pack of 3 Socks","Onesize","","","","","Rs. 486","Rs. 749","(35% OFF)","Onesize","","","","",""
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-melange-typography-printed-rapid-dry-training-t-shirt/18657952/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18657952/2022/6/16/2c0406fd-bb2f-4d9d-b761-719caa3fddee1655372171330-HRX-By-Hrithik-Roshan-Men-Training-Grey-Melange-Rapid-Dry-T--1.jpg","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 409","Rs. 999","(59% OFF)","S","M","L","XL","XXL",""
"4.8","5","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-active-boys-neon-orange-rapid-dry-graphic-tshirts/17784238/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17784238/2022/9/22/1d8f67ac-f00b-4101-a858-81528ed6abb81663839981381HRXByHrithikRoshanActiveBoysNeonOrangeRapid-DryGraphicTshirt1.jpg","HRX by Hrithik Roshan","Active Rapid-Dry Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 495","Rs. 799","(38% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"4.9","7","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-boys-blue-beast-rapid-dry-solid-tshirts/17784234/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17784234/2022/6/24/3719fed3-3b88-4f92-91c5-00e9a2bd89e51656072082971HRXByHrithikRoshanU-17BoysBlueBeastRapid-DrySolidTshirts1.jpg","HRX by Hrithik Roshan","U-17 Boys Rapid-Dry Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 495","Rs. 799","(38% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"4.3","44","|","https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-solid-shorts/18185102/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18185102/2022/6/4/a44332bb-1c1c-4c4b-928b-e8b984cdff9a1654319057325-HRX-by-Hrithik-Roshan-Mens-Life-Style-Mid-Rise-Bio-Wash-Blac-4.jpg","HRX by Hrithik Roshan","Men Solid Shorts","28,","30,","32,","34,","36","Rs. 449","Rs. 899","(50% OFF)","30","32","34","36","",""
"4.3","310","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-grey-melange-solid-above-ankle-length-half-toe-yoga-socks/13282992/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13282992/2021/9/24/c2721803-c095-4dc0-9353-c76cdd594a951632467803151-HRX-by-Hrithik-Roshan-Women-Grey-Melange-Solid-Above-Ankle-L-1.jpg","HRX by Hrithik Roshan","Women Above Ankle Yoga Socks","Onesize","","","","","Rs. 249","Rs. 499","(50% OFF)","Onesize","","","","","NEW SEASON"
"4.4","918","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-quarter-length-pack-of-3-terry-socks/976813/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/976813/2018/10/8/b2410f0c-3805-4242-8f68-8199a8b8d1c21539005688478-HRX-by-Hrithik-Roshan-Active-Men-Set-of-3-White-Padded-Ankle-1.jpg","HRX by Hrithik Roshan","Men Training Socks","Onesize","","","","","Rs. 312","Rs. 780","(60% OFF)","Onesize","","","","","NEW SEASON"
"4.3","1.2k","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-lifestyle-white-punt-brief-ls-7015b/6747414/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6747414/2019/1/7/c081d78f-4ef7-44f8-855a-5652e696ccb81546858170512-HRX-by-Hrithik-Roshan-White-Brief-HRX-SS18-LS-7015B-WHITE-18-1.jpg","HRX by Hrithik Roshan","Lifestyle Punt Briefs","S,","M,","L,","XL","","Rs. 249","Rs. 499","(50% OFF)","S","M","L","XL","",""
"4.4","7","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-sea-green-brand-logo-printed-t-shirt/19019426/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19019426/2022/7/28/a93b6161-d331-4567-9e0a-edd800c75ee61659010170205-HRX-by-Hrithik-Roshan-Women-Tshirts-3211659010169684-1.jpg","HRX by Hrithik Roshan","Women Brand Logo Printed T-shirt","XS,","S,","M,","L,","XL","Rs. 399","Rs. 799","(50% OFF)","XS","S","M","L","XL","NEW SEASON"
"4.2","1.3k","|","https://www.myntra.com/briefs/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-lifestyle-white-throwback-brief-ls-7016b/6747439/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6747439/2019/1/8/dd0bb83a-24fe-4b36-a76f-2205ebfb9fd91546925499150-HRX-by-Hrithik-Roshan-Men-Off-White-Throwback-Brief-HRX-SS18-1.jpg","HRX by Hrithik Roshan","Lifestyle Throwback Briefs","S,","M,","L,","XL","","Rs. 274","Rs. 499","(45% OFF)","S","M","L","XL","",""
"4.1","24","|","https://www.myntra.com/bra/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-non-padded-non-wired-high-coverage-beige-cami-sports-bra/17605314/buy","https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17605314/2022/5/14/20abd9a2-34b0-498b-82ef-b749a52fa19c1652505299806-HRX-by-Hrithik-Roshan-Women-Bra-6691652505299359-1.jpg","HRX by Hrithik Roshan","Non Padded Cami Sports Bra","S,","M,","L,","XL","","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","",""
"4.5","1.1k","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-quarter-length-pack-of-3-terry-socks/976816/buy","","HRX by Hrithik Roshan","Men Training Socks","Onesize","","","","","Rs. 343","Rs. 980","(65% OFF)","Onesize","","","","","NEW SEASON"
"4.6","5","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-charcoal-brand-logo-printed-rapid-dry-training-t-shirt/18657912/buy","","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 404","Rs. 899","(55% OFF)","S","M","L","XL","XXL",""
"3.9","16","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-typography-printed-rapid-dry-training-t-shirt/18657944/buy","","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 405","Rs. 699","(42% OFF)","S","M","L","XL","XXL",""
"4.2","33","|","https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-melange-solid-shorts/18185104/buy","","HRX by Hrithik Roshan","Men Solid Shorts","28,","30,","32,","34,","36","Rs. 449","Rs. 899","(50% OFF)","28","30","32","34","36",""
"4.5","269","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-boys-jet-black-striped-bio-wash-lifestyle-tshirts/11245586/buy","","HRX by Hrithik Roshan","U-17 Boys Lifestyle Tshirts","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 419","Rs. 599","(30% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"4.5","8","|","https://www.myntra.com/socks/hrx-by-hrithik-roshan/hhrx-by-hrithik-roshan-boys-set-of-3-patterned-non-terry-ankle-length-socks/16543114/buy","","HRX by Hrithik Roshan","Boys Set of 3 Socks","11-13Y,","14-16Y","","","","Rs. 329","Rs. 549","(40% OFF)","11-13Y","14-16Y","","","",""
"4.6","5","|","https://www.myntra.com/bra/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-girls-pink-active-sports-bra/15177708/buy","","HRX by Hrithik Roshan","U-17 Girls Active Sports Bra","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 431","Rs. 1599","(73% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y","NEW SEASON"
"4.3","11","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-jet-black-bio-wash-tshirts/18162560/buy","","HRX by Hrithik Roshan","Lifestyle Bio-Wash Tshirts","S,","M,","L,","XL,","XXL","Rs. 489","Rs. 699","(30% OFF)","S","M","L","XL","XXL","NEW SEASON"
"","","","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-melange-t-shirt/20104336/buy","","HRX by Hrithik Roshan","Men T-shirt","S,","M,","L,","XL,","XXL","Rs. 449","Rs. 899","(50% OFF)","S","M","L","XL","XXL",""
"4.3","58","|","https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue-solid-shorts/18185080/buy","","HRX by Hrithik Roshan","Men Solid Shorts","28,","30,","32,","34,","36","Rs. 449","Rs. 899","(50% OFF)","30","32","34","36","",""
"4.6","62","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-girls-tender-shoots-solid-antimicrobial-bio-wash-lifestyle-t-shirt/12315300/buy","","HRX by Hrithik Roshan","U-17 Girls Lifestyle T-shirt","8-9Y,","10-11Y,","12-13Y,","14-15Y,","16-17Y","Rs. 359","Rs. 599","(40% OFF)","8-9Y","10-11Y","12-13Y","14-15Y","16-17Y",""
"4.1","8","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-typography-printed-rapid-dry-training-t-shirt/18657898/buy","","HRX by Hrithik Roshan","Rapid-Dry Training T-Shirt","S,","M,","L,","XL,","XXL","Rs. 409","Rs. 999","(59% OFF)","S","M","L","XL","XXL",""
"4.3","343","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-navy-solid-bio-wash-running-pure-cotton-t-shirts/11999828/buy","","HRX by Hrithik Roshan","Running Bio-Wash Pure Cotton T-shirts","XS,","S,","M,","L,","XL","Rs. 489","Rs. 699","(30% OFF)","XS","S","M","L","XL",""
"4.6","14","|","https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-turquoise-blue-running-rapid-dry-t-shirts/18657878/buy","","HRX by Hrithik Roshan","Men Rapid-Dry Running T-Shirt","S,","M,","L,","XL,","XXL","Rs. 405","Rs. 699","(42% OFF)","S","M","L","XL","XXL",""
