Mobile Phone,Total Ratings, Price ,Text1,Model Name,OS,Display,Display Type,Battery Capacity,,
        Lava A97 Plus (Black-Gold)       ,137 ratings,,Lava,A97 Plus,Android,         5 inches    ,         854 x 480    ,2350,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
        Karbonn AURA Power 4G (Champagne)       ,105 ratings,,,,,,,,,
        Micromax Canvas Selfie Lens Q345 (Moondust Grey)       ,94 ratings,,Micromax,Canvas Selfie Lens Q345,,,,,,
"        (Renewed) Realme C15 (Power Silver, 3GB RAM, 32GB Storage)       ",9 ratings," ₹ 9,211.02 ",Realme,,Android 10.0,         6.52 inches    ,6000,         3 GB    ,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
        Comio X1 Note (Sunrise Gold)       ,44 ratings,,COMIO,X1 Note,Android 8.0,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        (Renewed) Redmi Note 7 Pro (Moonlight White, 64GB, 4GB RAM)       ",15 ratings," ₹ 9,999.00 ",Redmi,Note 7,Android 9.0,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
        Micromax Canvas Play Q355 (Blue)       ,33 ratings,,Micromax,Canvas Play,"Android OS, v5.0 (Lollipop)",,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        Comio S1 (Sunrise Gold, 32GB)       ",26 ratings,,COMIO,S1,Android,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
        (Renewed) Moto G7 Power (Black)       ,12 ratings," ₹ 8,999.00 ",Motorola,,Android 9.0,,,,,
,,,,,,,,,,
,,,,,,,,,,
        Maplin Map3 (6GB / 64 GB) with 6.26 Inch Touchscreen and 5000 mAh Smartphone in Electric Blue Colour       ,1 rating,,MAPLIN,Maplin-Map3-Electric Blue,Android 10.0,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        Jivi Prime P390 Gery 5"" Display, 16GB+2GB , 4G VoLte Android Nougat 7.0 Smart Phone       ",3 ratings,,Jivi,,Android 7.0,,,,,
        Itel A41 Plus 4G Volte (Moca Gold)       ,5 ratings,,Itel,,Android 6.0,,,,,
        Lava A97 (Black-Gold)       ,113 ratings,,Lava,A97,Android,,,,,
,,,,,,,,,,
"        (Renewed) OPPO A16e (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers       ",," ₹ 8,999.00 ",Oppo,A16k,Android 11,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
        Ghostek Nautical Waterproof Compatible with iPhone 12 Case with Screen Protector Rugged Underwater Protection Full Body Watertight Seal Shell Protective Cover for 2020 iPhone 12 5G (6.1 Inch) (Clear)       ,97 ratings,,Ghostek,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        C31 (Light Silver, 64 GB) (4 GB RAM)       ",,,Generic,85241,Android 10.0,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        (Renewed) Nokia C21 Plus Android Smartphone, Dual SIM, 3-Day Battery Life, 3GB RAM + 32GB Storage, 13MP Dual Camera with HDR | Dark Cyan       ",,,Nokia,Nokia C21 Plus (3/32),Android 11 R Go,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        Smartphone C 30 2 GB RAM, 32 GB ROM - 02       ",,,Generic,32165,Android 10.0,,,,,
,,,,,,,,,,
"        LMM 9i Sport (Carbon Black, 64 GB) (4 GB RAM)       ",,,Generic,100LMM002,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        I KALL K525 Smartphone (4GB, 64GB, Android 10) (Sky Blue)       ",2 ratings," ₹ 7,124.00 ",IKALL,Sky Blue,Android 10.0,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        Pranjal Enterprise Company- Smartphone c11 2GB RAM, 32GB ROM       ",,,Generic,,Android 10.0,,,,,
        Akash Mobile. - Smart Watch       ,,,Generic,,Android 10.0,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        NKM 9i Sport (Carbon Black, 64 GB) (4 GB RAM)       ",,,Generic,100NKM002,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        GM 9i Sport (Carbon Black, 64 GB) (4 GB RAM)       ",,,Generic,100MM002,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
        Sushil Collections - A03 core (2GB RAM/32GB ROM)       ,,,Generic,,Android 10.0,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        Infinix Hot 11 2022 (Polar Black, 4GB RAM 64GB Storage)       ",13 ratings,,Infinix,,Android 11,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        Ghostek Atomic Slim Phone Case for Galaxy Note20 Ultra Clear Protective Metal Bumper Heavy Duty Rugged Shockproof Wireless Charging Compatible Cover for 2020 Galaxy Note 20 Ultra 5G (6.9 Inch), Black       ",213 ratings,,Ghostek,,,,,,,
,,,,,,,,,,
"        Nillkin ipad Wireless Charger with Wireless Charging Receiver, 2 in 1 Wireless Charging Stand Holder Dock and Lightning Long Magic Tag Set for ipad 8th/7th/6th/5th Generation, ipad Air 3/ipad Pro 10.5       ",73 ratings,,Nillkin,,,,,,,
,,,,,,,,,,
"        (Renewed) Redmi Note 8 (Neptune Blue, 32 GB) (3 GB RAM)       ",," ₹ 9,890.00 ",Xiaomi,,Android,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        YUHO Y1 Mobile - Sky Grey Android 6.0, Android Smart Phone Metallic Design       ",1 rating,,YUHO,,Android 6.0,,,,,
,,,,,,,,,,
        Mobile Compass Box (36)       ,1 rating,,Mobile,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
        Gel Toe Socks Dry Forefoot Feet Heel Hard Cracked Skin Moisturising Open Comfy Recovery Protection Toes Protector Sock 5 Moisturizing       ,,,,,,,,,,
        Spice Smart Flo Mettle 5X Mi-504 (White)       ,5 ratings,,Spice,Smart Flo Mettle 5X,"Jellybean, Android",,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        Galaxy S21 Plus Case with Camera Cover,S21 Plus Slim Fit Thin Polycarbonate Protective Shockproof Cover with Slide Camera Cover, Upgraded Case for Samsung Galaxy S21 + /Plus (Green)       ",177 ratings,,Mangix,,,,,,,
,,,,,,,,,,
"        Mangix Compatible for iPhone 12 Pro Max Case, CamShield Armor with Slide Metal Camera Cover Impact-Resistant Bumpers Protective with Ring Kickstand for Apple iPhone 12 Pro Max 6.7"" (Green)       ",55 ratings,,Mangix,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"        Lavender, Heart: Intelex Lavender Spa Therapy Slippers       ",,,,,,,,,,
